Region,Latitude,Longitude,Presence,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes,Pest
Botswana,-22,24,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006); Herb IMI (Undated); Molefe (1975),-,Claviceps africana
Burkina Faso,12.5,-1.66667,1,-,Not recorded,-,Not recorded,-,Bandyopadhyay et al. (1998),-,Claviceps africana
Burundi,-3.5,30,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),First reported: 1980s,Claviceps africana
Eswatini,-26.5,31.5,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006); Milliano et al. (1991),-,Claviceps africana
Ethiopia,9,39.5,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006); Frederickson et al. (1994); Herb IMI (Undated); Hulluka (1982); Hulluka and Gebrekidan (1980),-,Claviceps africana
Ghana,8.1,-1.2,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Herb IMI (Undated),First reported: 1980s,Claviceps africana
Kenya,1,38,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Herb IMI (Undated),First reported: 1980s,Claviceps africana
Lesotho,-29.5,28.25,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Milliano et al. (1991),First reported: 1980s,Claviceps africana
Malawi,-13.5,34,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Milliano et al. (1991),First reported: 1980s,Claviceps africana
Mozambique,-18.25,35,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Milliano et al. (1991); Plumb-Dhindsa and Mondjane (1984),First reported: 1980s,Claviceps africana
Nigeria,10,8,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006); FUTRELL and WEBSTER (1965); FUTRELL and WEBSTER (1966); Mower et al. (1973),-,Claviceps africana
Rwanda,-2,30,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006); Frederickson et al. (1994),-,Claviceps africana
Senegal,14.5,-14.25,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006),-,Claviceps africana
South Africa,-29,24,1,-,Not recorded,-,Not recorded,-,EPPO (2020); CABI and EPPO (2006); Doidge et al. (1953); McLaren (1994); Milliano et al. (1991),-,Claviceps africana
Sudan,16,30,1,-,Not recorded,-,Not recorded,-,Paûoutov· and Frederickson (2005),-,Claviceps africana
Tanzania,-6,35,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI (Undated); CABI and EPPO (2006); EPPO (2020); Mansuetus (1995); Milliano et al. (1991),First reported: 1980s,Claviceps africana
Uganda,1.25,32.5,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Herb IMI (Undated),First reported: 1980s,Claviceps africana
Zambia,-14.33333,28.5,1,-,Not recorded,-,Not recorded,-,EPPO (2020); Angus (1965); CABI and EPPO (2006); Frederickson (1990); Herb IMI (Undated); Milliano et al. (1991),-,Claviceps africana
Zimbabwe,-19,29.75,1,-,Not recorded,-,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Frederickson (1990); Frederickson et al. (1991); Frederickson et al. (1993); Frederickson et al. (1994); Herb IMI (Undated); Mantle and Hassan (1994),"Samples obtained from Matopos, Bulawayo, Hunters Road, Kwe Kwe, Harare, Mazoe, Gwebi and Shamva",Claviceps africana
India,22,79,1,Localized,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); Bogo and Mantle (1999); CABI and EPPO (2006); EPPO (2020); Navi et al. (2007),-,Claviceps africana
Andhra Pradesh,15.83333,79.75,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); Bogo and Mantle (1999); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Gujarat,23,71.75,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Karnataka,14.66667,75.83333,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated),Original citation: Venkateshwaran et al. (2006),Claviceps africana
Madhya Pradesh,23.5,78.5,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Rajasthan,26.58333,73.83333,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated),Original citation: Venkateshwaran et al. (2006),Claviceps africana
Tamil Nadu,11,78.33333,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Uttar Pradesh,27.25,80.75,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated),Original citation: Venkateshwaran et al. (2006),Claviceps africana
Japan,35.68536,139.75309,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI (Undated); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Honshu,36,138,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Kyushu,32.42944,130.99099,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI (Undated); CABI and EPPO (2006); EPPO (2020); Mantle and Hassan (1994),-,Claviceps africana
Thailand,15.5,101,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Frederickson et al. (1991),-,Claviceps africana
Yemen,15.5,47.5,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),First reported: 1980s,Claviceps africana
Dominican Republic,19,-70.66667,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Haiti,19.07582,-72.29616,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Honduras,15,-86.5,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Jamaica,18.16667,-77.25,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Mexico,23,-102,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI (Undated); CABI and EPPO (2006); EPPO (2020); Torres and Montez (1997),-,Claviceps africana
Netherlands Antilles,12.11721,-68.91964,1,-,Not recorded,-,Not recorded,-,EPPO (2020),-,Claviceps africana
Puerto Rico,18.24829,-66.49989,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
United States,39.76,-98.5,1,Localized,Not recorded,Introduced,1997,-,CABI (Undated a); Alderman et al. (2004); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Arkansas,34.75037,-92.50044,1,Localized,Not recorded,Introduced,2000,-,Ross et al. (2002),-,Claviceps africana
Florida,28.75054,-82.5001,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020); Miller (1997),-,Claviceps africana
Georgia,32.75042,-83.50018,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Alderman et al. (2004); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020); Odvody et al. (1998),-,Claviceps africana
Kansas,38.50029,-98.50063,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Alderman et al. (2004); Bandyopadhyay et al. (1998); CABI and EPPO (2006); Claflin (1998); EPPO (2020),-,Claviceps africana
Mississippi,32.75041,-89.75036,1,-,Not recorded,Introduced,1998,-,CABI (Undated a); Alderman et al. (2004); Bandyopadhyay et al. (1998); CABI and EPPO (2006); Zummo et al. (1998),-,Claviceps africana
Nebraska,41.50028,-99.75067,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020); Odvody et al. (1998),-,Claviceps africana
Oklahoma,35.49209,-97.50328,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Texas,31.25044,-99.25061,1,-,Not recorded,Introduced,1997,-,CABI (Undated a); Alderman et al. (2004); Bandyopadhyay et al. (1998); EPPO (2020); Isakeit et al. (1998),-,Claviceps africana
Australia,-25,135,1,Localized,Not recorded,Introduced,1996,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
New South Wales,-33,146,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Queensland,-20,145,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020); Ryley et al. (1996),-,Claviceps africana
Argentina,-34,-64,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Bolivia,-17,-65,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Brazil,-10,-55,1,-,Not recorded,Introduced,1995,-,CABI (Undated a); Almeida Pinto et al. (1997); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Goias,-15.58071,-49.63623,1,-,Not recorded,Introduced,1995,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Reis et al. (1996),-,Claviceps africana
Minas Gerais,-18,-44,1,-,Not recorded,Introduced,1995,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Reis et al. (1996),-,Claviceps africana
Santa Catarina,-27,-50,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated a); Bogo and Boff (1997); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Sao Paulo,-22,-49,1,-,Not recorded,Introduced,1995,-,CABI (Undated a); CABI and EPPO (2006); EPPO (2020); Reis et al. (1996),-,Claviceps africana
Colombia,4,-73.25,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI (Undated); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Paraguay,-23.33333,-58,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Uruguay,-33,-56,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Venezuela,8,-66,1,-,Not recorded,Introduced,1996,-,CABI (Undated a); Bandyopadhyay et al. (1998); CABI and EPPO (2006); EPPO (2020),-,Claviceps africana
Bangladesh,24,90,1,-,Not recorded,-,Not recorded,-,Fatema Yeasmin and Shamim Shamsi (2013),,Curvularia clavata
China,35,105,1,-,Not recorded,-,2010,-,Chen et al. (2013),,Curvularia clavata
Hainan,19.25,109.75,1,-,Not recorded,-,Not recorded,-,Chen et al. (2013),,Curvularia clavata
India,22,79,1,-,Not recorded,-,2011,-,Narmadhavathy et al. (2013),,Curvularia clavata
Tamil Nadu,11,78.33333,1,-,Not recorded,-,Not recorded,-,Narmadhavathy et al. (2013),,Curvularia clavata
Niger,18,9,1,-,Not recorded,-,Not recorded,-,Ratnadass et al. (2012),-,Eurystylus oldi
Burkina Faso,12.5,-1.66667,1,-,Not recorded,-,Not recorded,-,Ba et al. (2008),-,Maliarpha separatella
Cameroon,6,12.5,1,-,Not recorded,-,Not recorded,-,Martin (1958),Specimen record,Maliarpha separatella
CÙte d'Ivoire,8,-5.5,1,-,Not recorded,-,Not recorded,-,CABI (Undated),Original citation: Monnet (1979?),Maliarpha separatella
Eswatini,-26.5,31.5,1,-,Not recorded,-,Not recorded,-,Hall (1955),-,Maliarpha separatella
Ghana,8.1,-1.2,1,-,Not recorded,-,Not recorded,-,Martin (1958),Specimen record,Maliarpha separatella
Kenya,1,38,1,-,Not recorded,-,Not recorded,-,Njokah et al. (1982); Nye (1960),-,Maliarpha separatella
Liberia,6.5,-9.5,1,-,Not recorded,-,Not recorded,-,Virmani (1980),-,Maliarpha separatella
Madagascar,-20,47,1,-,Not recorded,-,Not recorded,-,Bianchi et al. (1989); Martin (1958),Specimen record,Maliarpha separatella
Malawi,-13.5,34,1,-,Not recorded,-,Not recorded,-,Martin (1958),Specimen record,Maliarpha separatella
Nigeria,10,8,1,-,Not recorded,-,Not recorded,-,Akinsola (1975),-,Maliarpha separatella
Senegal,14.5,-14.25,1,-,Not recorded,-,Not recorded,-,Djiba (1995),-,Maliarpha separatella
Tanzania,-6,35,1,-,Not recorded,-,Not recorded,-,Nye (1960),As Tanganyika,Maliarpha separatella
Uganda,1.25,32.5,1,-,Not recorded,-,Not recorded,-,Nye (1960),-,Maliarpha separatella
China,35,105,1,-,Not recorded,-,Not recorded,-,Martin (1958),Specimen record,Maliarpha separatella
India,22,79,1,-,Not recorded,-,Not recorded,-,CABI (Undated a),Present based on regional distribution.,Maliarpha separatella
Punjab,30.91667,75.41667,1,-,Not recorded,-,Not recorded,-,Sandhu and Chander (1976),First record on Sorghum. First record in India this century. Bianchi et al. (1993) disputes this record.,Maliarpha separatella
Myanmar,21,96,1,-,Not recorded,-,Not recorded,-,Martin (1958),Specimen record,Maliarpha separatella
Papua New Guinea,-6,147,1,-,Not recorded,-,Not recorded,-,Li (1985),On sugarcane. Bianchi et al. (1993) disputes this record.,Maliarpha separatella
Angola,-12.5,18.5,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Eswatini,-26.5,31.5,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Liberia,6.5,-9.5,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Madagascar,-20,47,1,-,Not recorded,Introduced,Not recorded,-,CIRAD (2012),species recently introduced and cultivated as fodder,Paspalum urvillei
Malawi,-13.5,34,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Mauritius,-20.3,57.58333,1,-,Not recorded,Introduced,Not recorded,Invasive,CIRAD (2012),-,Paspalum urvillei
Mozambique,-18.25,35,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
RÈunion,-21.1,55.6,1,-,Not recorded,Introduced,Not recorded,Invasive,NIISS (2012),-,Paspalum urvillei
Saint Helena,-15.95,-5.7,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
South Africa,-29,24,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Zimbabwe,-19,29.75,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
China,35,105,1,-,Not recorded,-,Not recorded,-,CABI (Undated a),Present based on regional distribution.,Paspalum urvillei
Fujian,26.25,118,1,-,Not recorded,Introduced,Not recorded,-,Flora of China Editorial Committee (2012),-,Paspalum urvillei
Hunan,27.66667,111.75,1,-,Not recorded,-,Not recorded,-,Zeng XianFeng (2013),-,Paspalum urvillei
Jiangxi,27.66667,115.66667,1,-,Not recorded,-,Not recorded,-,Zeng XianFeng and Qiu HeYuan (2013),-,Paspalum urvillei
Hong Kong,22.25,114.16667,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Flora of China Editorial Committee (2012); PIER (2012),-,Paspalum urvillei
India,22,79,1,-,Not recorded,Introduced,Not recorded,-,Hanelt et al. (2001),-,Paspalum urvillei
Indonesia,-5,120,1,-,Not recorded,Introduced,Not recorded,-,PIER (2012),-,Paspalum urvillei
Japan,35.68536,139.75309,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Auld et al. (2003); Mito and Uesugi (2004),-,Paspalum urvillei
Honshu,36,138,1,-,Not recorded,Introduced,Not recorded,Invasive,GBIF (2012),-,Paspalum urvillei
Sri Lanka,7.75,80.75,1,Widespread,Not recorded,Introduced,Not recorded,-,CABI (Undated b); GBIF (2012); Missouri Botanical Garden (2012),-,Paspalum urvillei
Taiwan,24,121,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated b); Flora of China Editorial Committee (2012); GBIF (2012),-,Paspalum urvillei
Vietnam,16.16667,107.83333,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Portugal,39.6945,-8.13057,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Azores,37.80847,-25.47466,1,-,Not recorded,Introduced,Not recorded,Invasive,DAISIE (2012),-,Paspalum urvillei
Spain,40,-4,1,-,Not recorded,Introduced,Not recorded,-,CABI (Undated b); GBIF (2012); Litzler (1979); S·nchez (1981); Viera and Vesa (1990),-,Paspalum urvillei
Bahamas,25.04082,-77.37122,1,-,Not recorded,Introduced,Not recorded,-,Missouri Botanical Garden (2012),-,Paspalum urvillei
Belize,17.25,-88.75,1,-,Not recorded,Introduced,Not recorded,-,Soreng et al. (2012),-,Paspalum urvillei
Costa Rica,10,-84,1,-,Not recorded,Introduced,Not recorded,-,Missouri Botanical Garden (2012),-,Paspalum urvillei
Dominican Republic,19,-70.66667,1,-,Not recorded,Introduced,Not recorded,-,Missouri Botanical Garden (2012),-,Paspalum urvillei
Honduras,15,-86.5,1,-,Not recorded,Introduced,Not recorded,-,Missouri Botanical Garden (2012),-,Paspalum urvillei
Mexico,23,-102,1,-,Not recorded,Introduced,Not recorded,-,GBIF (2012),-,Paspalum urvillei
Puerto Rico,18.24829,-66.49989,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Missouri Botanical Garden (2012); USDA-NRCS (2012),-,Paspalum urvillei
United States,39.76,-98.5,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Kartesz (2011); USDA-NRCS (2012); Weakley (2012),-,Paspalum urvillei
Alabama,32.75041,-86.75026,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,Kral et al. (2012),-,Paspalum urvillei
Arkansas,34.75037,-92.50044,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Missouri Botanical Garden (2012); Moore (1941),-,Paspalum urvillei
California,37.25022,-119.75126,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Calflora (2012); Missouri Botanical Garden (2012); Riefner and Boyd (2007),-,Paspalum urvillei
Florida,28.75054,-82.5001,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Martin (2002); Missouri Botanical Garden (2012),-,Paspalum urvillei
Georgia,32.75042,-83.50018,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); CABI (Undated); Zomlefer et al. (2008),-,Paspalum urvillei
Hawaii,20.78785,-156.38612,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Motooka et al. (2003); PIER (2012); USDA-NRCS (2012),-,Paspalum urvillei
Kansas,38.50029,-98.50063,1,Few occurrences,Not recorded,Introduced,Not recorded,-,Petrik-Ott (1973),One specimen collected 1936,Paspalum urvillei
Kentucky,38.20042,-84.87762,1,-,Not recorded,Introduced,Not recorded,Invasive,USDA-NRCS (2012),-,Paspalum urvillei
Louisiana,31.00047,-92.0004,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); CABI (Undated); Langlois (1884),-,Paspalum urvillei
Mississippi,32.75041,-89.75036,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,Missouri Botanical Garden (2012),-,Paspalum urvillei
Missouri,38.25031,-92.50046,1,-,Not recorded,Introduced,Not recorded,-,Kucera (1998),-,Paspalum urvillei
North Carolina,35.50069,-80.00032,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,Missouri Botanical Garden (2012),-,Paspalum urvillei
Oklahoma,35.49209,-97.50328,1,Localized,Not recorded,Introduced,Not recorded,-,Oklahoma Biological Survey (2012),-,Paspalum urvillei
South Carolina,34.00043,-81.00009,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,Missouri Botanical Garden (2012),-,Paspalum urvillei
Tennessee,35.75035,-86.25027,1,-,Not recorded,Introduced,Not recorded,Invasive,USDA-NRCS (2012),-,Paspalum urvillei
Texas,31.25044,-99.25061,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); CABI (Undated); Loflin and Loflin (2006); Missouri Botanical Garden (2012),-,Paspalum urvillei
Virginia,37.54812,-77.44675,1,-,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Askew (2012); Missouri Botanical Garden (2012),-,Paspalum urvillei
American Samoa,-14.23377,-169.47767,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,GBIF (2012),-,Paspalum urvillei
Australia,-25,135,1,Widespread,Not recorded,Introduced,Not recorded,Invasive,CABI (Undated b); Auld et al. (2003); CABI (Undated); Council of Heads of Australasian Herbaria (2012); GBIF (2012); Mills et al. (2001),-,Paspalum urvillei
